STATUS,TABLE,FIELD,CHECK,CATEGORY,SUBCATEGORY,LEVEL,NOTES,DESCRIPTION,% RECORDS
NOT APPLICABLE,NOTE,ENCODING_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the ENCODING_CONCEPT_ID field in the NOTE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE,LANGUAGE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the LANGUAGE_CONCEPT_ID field in the NOTE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE,NOTE_CLASS_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the NOTE_CLASS_CONCEPT_ID field in the NOTE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE,NOTE_EVENT_FIELD_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the NOTE_EVENT_FIELD_CONCEPT_ID field in the NOTE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE,NOTE_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the NOTE_TYPE_CONCEPT_ID field in the NOTE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the NOTE table that does not exist in the PERSON table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE,PROVIDER_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROVIDER_ID field in the NOTE table that does not exist in the PROVIDER table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE,VISIT_DETAIL_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_DETAIL_ID field in the NOTE table that does not exist in the VISIT_DETAIL table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE,VISIT_OCCURRENCE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_OCCURRENCE_ID field in the NOTE table that does not exist in the VISIT_OCCURRENCE table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE_NLP,NOTE_NLP_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the NOTE_NLP_CONCEPT_ID field in the NOTE_NLP table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE_NLP,NOTE_NLP_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the NOTE_NLP_SOURCE_CONCEPT_ID field in the NOTE_NLP table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,NOTE_NLP,SECTION_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the SECTION_CONCEPT_ID field in the NOTE_NLP table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,OBSERVATION,OBS_EVENT_FIELD_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the OBS_EVENT_FIELD_CONCEPT_ID field in the OBSERVATION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,OBSERVATION,OBSERVATION_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the OBSERVATION_CONCEPT_ID field in the OBSERVATION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,OBSERVATION,OBSERVATION_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the OBSERVATION_SOURCE_CONCEPT_ID field in the OBSERVATION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,OBSERVATION,OBSERVATION_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the OBSERVATION_TYPE_CONCEPT_ID field in the OBSERVATION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,OBSERVATION,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the OBSERVATION table that does not exist in the PERSON table. (Threshold=0%).,0%
PASS,OBSERVATION,PROVIDER_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROVIDER_ID field in the OBSERVATION table that does not exist in the PROVIDER table. (Threshold=0%).,0%
PASS,OBSERVATION,QUALIFIER_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the QUALIFIER_CONCEPT_ID field in the OBSERVATION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,OBSERVATION,UNIT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the UNIT_CONCEPT_ID field in the OBSERVATION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,OBSERVATION,VALUE_AS_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VALUE_AS_CONCEPT_ID field in the OBSERVATION table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,OBSERVATION,VISIT_DETAIL_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_DETAIL_ID field in the OBSERVATION table that does not exist in the VISIT_DETAIL table. (Threshold=0%).,0%
PASS,OBSERVATION,VISIT_OCCURRENCE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_OCCURRENCE_ID field in the OBSERVATION table that does not exist in the VISIT_OCCURRENCE table. (Threshold=0%).,0%
PASS,OBSERVATION_PERIOD,PERIOD_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERIOD_TYPE_CONCEPT_ID field in the OBSERVATION_PERIOD table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,OBSERVATION_PERIOD,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the OBSERVATION_PERIOD table that does not exist in the PERSON table. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,PAYER_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PAYER_CONCEPT_ID field in the PAYER_PLAN_PERIOD table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,PAYER_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PAYER_SOURCE_CONCEPT_ID field in the PAYER_PLAN_PERIOD table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the PAYER_PLAN_PERIOD table that does not exist in the PERSON table. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,PLAN_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PLAN_CONCEPT_ID field in the PAYER_PLAN_PERIOD table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,PLAN_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PLAN_SOURCE_CONCEPT_ID field in the PAYER_PLAN_PERIOD table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,SPONSOR_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the SPONSOR_CONCEPT_ID field in the PAYER_PLAN_PERIOD table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,SPONSOR_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the SPONSOR_SOURCE_CONCEPT_ID field in the PAYER_PLAN_PERIOD table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,STOP_REASON_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the STOP_REASON_CONCEPT_ID field in the PAYER_PLAN_PERIOD table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,PAYER_PLAN_PERIOD,STOP_REASON_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the STOP_REASON_SOURCE_CONCEPT_ID field in the PAYER_PLAN_PERIOD table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,PERSON,CARE_SITE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CARE_SITE_ID field in the PERSON table that does not exist in the CARE_SITE table. (Threshold=0%).,0%
PASS,PERSON,ETHNICITY_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the ETHNICITY_CONCEPT_ID field in the PERSON table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,PERSON,ETHNICITY_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the ETHNICITY_SOURCE_CONCEPT_ID field in the PERSON table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,PERSON,GENDER_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the GENDER_CONCEPT_ID field in the PERSON table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,PERSON,GENDER_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the GENDER_SOURCE_CONCEPT_ID field in the PERSON table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,PERSON,LOCATION_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the LOCATION_ID field in the PERSON table that does not exist in the LOCATION table. (Threshold=0%).,0%
NOT APPLICABLE,PERSON,PROVIDER_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROVIDER_ID field in the PERSON table that does not exist in the PROVIDER table. (Threshold=0%).,0%
PASS,PERSON,RACE_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the RACE_SOURCE_CONCEPT_ID field in the PERSON table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,PROCEDURE_OCCURRENCE,MODIFIER_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the MODIFIER_CONCEPT_ID field in the PROCEDURE_OCCURRENCE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,PROCEDURE_OCCURRENCE,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the PROCEDURE_OCCURRENCE table that does not exist in the PERSON table. (Threshold=0%).,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROCEDURE_CONCEPT_ID field in the PROCEDURE_OCCURRENCE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROCEDURE_SOURCE_CONCEPT_ID field in the PROCEDURE_OCCURRENCE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROCEDURE_TYPE_CONCEPT_ID field in the PROCEDURE_OCCURRENCE table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,PROCEDURE_OCCURRENCE,PROVIDER_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PROVIDER_ID field in the PROCEDURE_OCCURRENCE table that does not exist in the PROVIDER table. (Threshold=0%).,0%
PASS,PROCEDURE_OCCURRENCE,VISIT_DETAIL_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_DETAIL_ID field in the PROCEDURE_OCCURRENCE table that does not exist in the VISIT_DETAIL table. (Threshold=0%).,0%
PASS,PROCEDURE_OCCURRENCE,VISIT_OCCURRENCE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the VISIT_OCCURRENCE_ID field in the PROCEDURE_OCCURRENCE table that does not exist in the VISIT_OCCURRENCE table. (Threshold=0%).,0%
NOT APPLICABLE,PROVIDER,CARE_SITE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CARE_SITE_ID field in the PROVIDER table that does not exist in the CARE_SITE table. (Threshold=0%).,0%
PASS,PROVIDER,GENDER_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the GENDER_CONCEPT_ID field in the PROVIDER table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,PROVIDER,GENDER_SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the GENDER_SOURCE_CONCEPT_ID field in the PROVIDER table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,SOURCE_TO_CONCEPT_MAP,SOURCE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the SOURCE_CONCEPT_ID field in the SOURCE_TO_CONCEPT_MAP table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,SOURCE_TO_CONCEPT_MAP,TARGET_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the TARGET_CONCEPT_ID field in the SOURCE_TO_CONCEPT_MAP table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,SOURCE_TO_CONCEPT_MAP,TARGET_VOCABULARY_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the TARGET_VOCABULARY_ID field in the SOURCE_TO_CONCEPT_MAP table that does not exist in the VOCABULARY table. (Threshold=0%).,0%
NOT APPLICABLE,SPECIMEN,ANATOMIC_SITE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the ANATOMIC_SITE_CONCEPT_ID field in the SPECIMEN table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,SPECIMEN,DISEASE_STATUS_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DISEASE_STATUS_CONCEPT_ID field in the SPECIMEN table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,SPECIMEN,PERSON_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the PERSON_ID field in the SPECIMEN table that does not exist in the PERSON table. (Threshold=0%).,0%
NOT APPLICABLE,SPECIMEN,SPECIMEN_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the SPECIMEN_CONCEPT_ID field in the SPECIMEN table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,SPECIMEN,SPECIMEN_TYPE_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the SPECIMEN_TYPE_CONCEPT_ID field in the SPECIMEN table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,SPECIMEN,UNIT_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the UNIT_CONCEPT_ID field in the SPECIMEN table that does not exist in the CONCEPT table. (Threshold=0%).,0%
PASS,VISIT_DETAIL,ADMITTED_FROM_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the ADMITTED_FROM_CONCEPT_ID field in the VISIT_DETAIL table that does not exist in the CONCEPT table. (Threshold=0%).,0%
NOT APPLICABLE,VISIT_DETAIL,CARE_SITE_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the CARE_SITE_ID field in the VISIT_DETAIL table that does not exist in the CARE_SITE table. (Threshold=0%).,0%
PASS,VISIT_DETAIL,DISCHARGED_TO_CONCEPT_ID,isForeignKey,Conformance,Relational,FIELD,None,The number and percent of records that have a value in the DISCHARGED_TO_CONCEPT_ID field in the VISIT_DETAIL table that does not exist in the CONCEPT table. (Threshold=0%).,0%
